[2017-01-23 14:40:24] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/admin/index/index/key/ae225f88220e2419d0e8a2d3ec48e5a5c11f7fe4173664b58871b0fdc25290e0/","invalidateInfo":{"tags":["BACKEND_MAINMENU"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_146"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_75"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_76"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_147"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_127"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_87"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_88"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_89"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_90"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_96"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_132"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_84"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_85"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE_86"],"mode":"matchingTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV","EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
[2017-01-25 11:00:20] main.DEBUG: cache_invalidate:  {"method":"POST","url":"http://magento.webskitters.com/agedcareandmedical/admin/catalog/product_set/save/id/4/key/33bc4f28e385bb0e652bddb93f4cb124fc2d573370d46ed4a30a5b04fc30117b/?isAjax=true","invalidateInfo":{"tags":["EAV_ATTRIBUTE"],"mode":"matchingAnyTag"},"is_exception":false} []
